Region,Sales,Category,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Product ID,Sub-Category,Product Name
West,13,Office Supplies,US-2016-106334,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,OFF-PA-10003657,Paper,Xerox 1927
West,13,Office Supplies,US-2017-120957,Same Day,KH-16690,Kristen Hastings,Corporate,United States,Riverside,California,OFF-PA-10003953,Paper,Xerox 218
West,13,Office Supplies,US-2018-103674,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,OFF-BI-10003727,Binders,Avery Durable Slant Ring Binders With Label Holder
West,13,Office Supplies,US-2018-103674,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,OFF-PA-10000743,Paper,Xerox 1977
West,13,Office Supplies,US-2018-126452,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,OFF-BI-10004465,Binders,Avery Durable Slant Ring Binders
West,13,Office Supplies,US-2018-126452,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,OFF-PA-10003848,Paper,Xerox 1997
West,13,Office Supplies,US-2018-134369,Standard Class,BC-11125,Becky Castell,Home Office,United States,Laguna Niguel,California,OFF-PA-10002195,Paper,Xerox 1966
West,13,Office Supplies,US-2018-139087,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,OFF-BI-10000042,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""
West,13,Office Supplies,US-2019-123463,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,OFF-AR-10001118,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack"
West,13,Office Supplies,US-2019-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,OFF-PA-10000232,Paper,Xerox 1975
West,14,Office Supplies,CA-2016-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,OFF-BI-10003305,Binders,Avery Hanging File Binders
West,14,Office Supplies,CA-2016-113271,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,OFF-BI-10002609,Binders,Avery Hidden Tab Dividers for Binding Systems
West,14,Office Supplies,CA-2016-129364,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,OFF-SU-10000432,Supplies,Acco Side-Punched Conventional Columnar Pads
West,14,Office Supplies,CA-2016-132913,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,San Diego,California,OFF-AP-10003278,Appliances,Belkin 7-Outlet SurgeMaster Home Series
West,14,Office Supplies,CA-2016-153479,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,OFF-LA-10004689,Labels,Avery 512
West,14,Office Supplies,CA-2017-103723,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,OFF-AR-10003251,Art,Prang Drawing Pencil Set
West,14,Office Supplies,CA-2017-131457,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,OFF-EN-10001509,Envelopes,Poly String Tie Envelopes
West,14,Office Supplies,CA-2017-137946,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,OFF-BI-10004140,Binders,Avery Non-Stick Binders
West,14,Office Supplies,CA-2017-143602,Second Class,JS-15595,Jill Stevenson,Corporate,United States,Los Angeles,California,OFF-BI-10002071,Binders,Fellowes Black Plastic Comb Bindings
West,14,Office Supplies,CA-2017-150714,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Oregon,OFF-BI-10002982,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
West,14,Office Supplies,CA-2017-160864,First Class,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,OFF-BI-10004654,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
West,14,Office Supplies,CA-2018-110730,Second Class,CM-11815,Candace McMahon,Corporate,United States,Seattle,Washington,OFF-SU-10004737,Supplies,Acme Design Stainless Steel Bent Scissors
West,14,Office Supplies,CA-2018-112578,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,OFF-ST-10003722,Storage,Project Tote Personal File
West,14,Office Supplies,CA-2018-165918,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,OFF-BI-10004364,Binders,Storex Dura Pro Binders
West,14,Office Supplies,CA-2019-112515,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,OFF-LA-10001175,Labels,Avery 514
West,14,Office Supplies,CA-2019-115427,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,OFF-BI-10002103,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
West,14,Office Supplies,CA-2019-118122,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Seattle,Washington,OFF-BI-10002103,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
West,14,Office Supplies,CA-2019-118437,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,OFF-ST-10003722,Storage,Project Tote Personal File
West,14,Office Supplies,CA-2019-120936,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,OFF-SU-10002557,Supplies,Fiskars Spring-Action Scissors
West,14,Office Supplies,CA-2019-127285,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Seattle,Washington,OFF-BI-10002072,Binders,Cardinal Slant-D Ring Binders
West,14,Office Supplies,CA-2019-138422,First Class,KN-16705,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,OFF-EN-10004147,Envelopes,Wausau Papers Astrobrights Colored Envelopes
West,14,Office Supplies,CA-2019-143084,Standard Class,BP-11050,Barry Pond,Corporate,United States,Los Angeles,California,OFF-AR-10002766,Art,Prang Drawing Pencil Set
West,14,Office Supplies,CA-2019-151071,Second Class,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,OFF-BI-10002103,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
West,14,Office Supplies,CA-2019-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,OFF-BI-10000174,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
West,14,Office Supplies,US-2016-109456,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,OFF-BI-10000136,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders
West,14,Office Supplies,US-2017-103471,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,OFF-AR-10003405,Art,"Dixon My First Ticonderoga Pencil, #2"
West,14,Office Supplies,US-2018-103674,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,OFF-FA-10003467,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack"
West,14,Office Supplies,US-2019-125717,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,OFF-PA-10003022,Paper,Xerox 1992
West,14,Office Supplies,US-2019-136707,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,OFF-BI-10003460,Binders,Acco 3-Hole Punch
West,14,Office Supplies,US-2019-155999,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,OFF-BI-10000404,Binders,Avery Printable Repositionable Plastic Tabs
West,15,Office Supplies,CA-2016-108189,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,OFF-SU-10003567,Supplies,Stiletto Hand Letter Openers
West,15,Office Supplies,CA-2016-114643,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,OFF-AR-10003631,Art,Staples in misc. colors
West,15,Office Supplies,CA-2016-128237,Standard Class,CA-12265,Christina Anderson,Consumer,United States,San Francisco,California,OFF-AR-10003338,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
West,15,Office Supplies,CA-2016-133830,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,OFF-FA-10002280,Fasteners,Advantus Plastic Paper Clips
West,15,Office Supplies,CA-2016-139451,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,OFF-AR-10002053,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
West,15,Office Supplies,CA-2016-140403,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,OFF-EN-10001219,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
West,15,Office Supplies,CA-2016-141110,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,OFF-PA-10002586,Paper,Xerox 1970
West,15,Office Supplies,CA-2016-141355,Standard Class,BF-11005,Barry Franz,Home Office,United States,Aurora,Colorado,OFF-AR-10003179,Art,Dixon Ticonderoga Core-Lock Colored Pencils
West,15,Office Supplies,CA-2016-162992,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,OFF-LA-10001934,Labels,Avery 516
West,15,Office Supplies,CA-2016-168592,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,OFF-ST-10002406,Storage,Pizazz Global Quick File
West,15,Office Supplies,CA-2017-105347,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,OFF-AR-10003045,Art,Prang Colored Pencils
West,15,Office Supplies,CA-2017-113110,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,OFF-LA-10000240,Labels,Self-Adhesive Address Labels for Typewriters by Universal
West,15,Office Supplies,CA-2017-119214,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,OFF-LA-10003077,Labels,Avery 500
West,15,Office Supplies,CA-2017-161830,Second Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,OFF-BI-10001097,Binders,Avery Hole Reinforcements
West,15,Office Supplies,CA-2017-162607,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Seattle,Washington,OFF-BI-10002949,Binders,Prestige Round Ring Binders
West,15,Office Supplies,CA-2018-100993,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,OFF-LA-10003223,Labels,Avery 508
West,15,Office Supplies,CA-2018-103709,Standard Class,LP-17095,Liz Preis,Consumer,United States,Visalia,California,OFF-AR-10003338,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
West,15,Office Supplies,CA-2018-107328,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,OFF-BI-10002160,Binders,Acco Hanging Data Binders
West,15,Office Supplies,CA-2018-109365,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-FA-10001561,Fasteners,Stockwell Push Pins
West,15,Office Supplies,CA-2018-115917,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,OFF-BI-10004728,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
West,15,Office Supplies,CA-2018-138688,Second Class,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,OFF-LA-10000240,Labels,Self-Adhesive Address Labels for Typewriters by Universal
West,15,Office Supplies,CA-2018-142405,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,OFF-LA-10004093,Labels,Avery 486
West,15,Office Supplies,CA-2018-158694,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-AR-10001227,Art,Newell 338
West,15,Office Supplies,CA-2018-159016,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,OFF-PA-10004405,Paper,Rediform Voice Mail Log Books
West,15,Office Supplies,CA-2018-161669,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,OFF-LA-10004093,Labels,Avery 486
West,15,Office Supplies,CA-2018-163328,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,OFF-PA-10000176,Paper,Xerox 1887
West,15,Office Supplies,CA-2019-100013,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,OFF-EN-10001219,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
West,15,Office Supplies,CA-2019-110478,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,OFF-EN-10000483,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
West,15,Office Supplies,CA-2019-124436,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,OFF-BI-10001553,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
West,15,Office Supplies,CA-2019-130841,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,OFF-ST-10001580,Storage,Super Decoflex Portable Personal File
West,15,Office Supplies,CA-2019-131212,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Bellevue,Washington,OFF-BI-10000145,Binders,Zipper Ring Binder Pockets
West,15,Office Supplies,CA-2019-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,OFF-FA-10002780,Fasteners,Staples
West,15,Office Supplies,CA-2019-133431,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,OFF-BI-10000605,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
West,15,Office Supplies,CA-2019-133718,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Los Angeles,California,OFF-BI-10003429,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
West,15,Office Supplies,CA-2019-137001,Second Class,GZ-14545,George Zrebassa,Corporate,United States,Thousand Oaks,California,OFF-AR-10001231,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
West,15,Office Supplies,CA-2019-154949,Standard Class,MC-17275,Marc Crier,Consumer,United States,Camarillo,California,OFF-LA-10002034,Labels,Avery 478
West,15,Office Supplies,US-2017-106873,Second Class,KM-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,OFF-AR-10003179,Art,Dixon Ticonderoga Core-Lock Colored Pencils
West,15,Office Supplies,US-2017-114741,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,OFF-LA-10004853,Labels,Avery 483
West,15,Office Supplies,US-2017-164448,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,OFF-EN-10002600,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
West,15,Office Supplies,US-2018-105578,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,OFF-BI-10001658,Binders,GBC Standard Therm-A-Bind Covers
West,15,Office Supplies,US-2018-144211,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,OFF-PA-10002246,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
West,15,Office Supplies,US-2019-119039,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,San Francisco,California,OFF-BI-10004182,Binders,Economy Binders
West,16,Office Supplies,CA-2016-106439,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,OFF-BI-10002571,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
West,16,Office Supplies,CA-2016-124737,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,OFF-PA-10001837,Paper,Xerox 1976
West,16,Office Supplies,CA-2016-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,OFF-AR-10000896,Art,Newell 329
West,16,Office Supplies,CA-2016-133424,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,OFF-ST-10002957,Storage,Sterilite Show Offs Storage Containers
West,16,Office Supplies,CA-2016-146528,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,OFF-SU-10002522,Supplies,Acme Kleen Earth Office Shears
West,16,Office Supplies,CA-2016-150490,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,OFF-ST-10000321,Storage,Akro Stacking Bins
West,16,Office Supplies,CA-2016-153969,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,OFF-EN-10001539,Envelopes,Staple envelope
West,16,Office Supplies,CA-2016-168984,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,OFF-PA-10001166,Paper,Xerox 2
West,16,Office Supplies,CA-2017-134117,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,OFF-AR-10001940,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count"
West,16,Office Supplies,CA-2017-147788,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,OFF-LA-10003766,Labels,Self-Adhesive Removable Labels
West,16,Office Supplies,CA-2017-153220,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,OFF-PA-10003016,Paper,"Adams ""While You Were Out"" Message Pads"
West,16,Office Supplies,CA-2017-155586,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,OFF-EN-10003072,Envelopes,Peel & Seel Envelopes
West,16,Office Supplies,CA-2017-156118,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Colorado Springs,Colorado,OFF-PA-10000533,Paper,Southworth Parchment Paper & Envelopes
West,16,Office Supplies,CA-2017-167255,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,OFF-ST-10001328,Storage,"Personal Filing Tote with Lid, Black/Gray"
West,16,Office Supplies,CA-2018-136021,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,OFF-PA-10000551,Paper,Array Memo Cubes
West,16,Office Supplies,CA-2018-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,OFF-LA-10000407,Labels,Avery White Multi-Purpose Labels
West,16,Office Supplies,CA-2018-149279,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,OFF-PA-10003441,Paper,Xerox 226
West,16,Office Supplies,CA-2018-150350,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,OFF-SU-10002189,Supplies,Acme Rosewood Handle Letter Opener
West,16,Office Supplies,CA-2019-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,OFF-BI-10002003,Binders,Ibico Presentation Index for Binding Systems
West,16,Office Supplies,CA-2019-102414,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,OFF-PA-10002333,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream"
West,16,Office Supplies,CA-2019-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,OFF-AP-10004052,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
West,16,Office Supplies,CA-2019-141747,Second Class,SC-20230,Scot Coram,Corporate,United States,Seattle,Washington,OFF-ST-10003996,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
West,16,Office Supplies,CA-2019-143343,First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,OFF-AR-10002375,Art,Newell 351
West,16,Office Supplies,CA-2019-145429,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Diego,California,OFF-PA-10003205,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper"
West,16,Office Supplies,CA-2019-145765,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,OFF-PA-10001534,Paper,Xerox 230
West,16,Office Supplies,CA-2019-147844,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,OFF-PA-10003016,Paper,"Adams ""While You Were Out"" Message Pads"
West,16,Office Supplies,CA-2019-158071,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,OFF-ST-10001228,Storage,Personal File Boxes with Fold-Down Carry Handle
West,16,Office Supplies,CA-2019-165155,First Class,BM-11575,Brendan Murry,Corporate,United States,Los Angeles,California,OFF-ST-10004950,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
West,16,Office Supplies,US-2017-106873,Second Class,KM-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,OFF-AR-10001246,Art,Newell 317
West,16,Office Supplies,US-2018-157308,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Seattle,Washington,OFF-BI-10003712,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
West,16,Office Supplies,US-2019-117534,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,OFF-AR-10003087,Art,Staples in misc. colors
West,16,Office Supplies,US-2019-120418,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,OFF-AR-10001955,Art,Newell 319
West,16,Office Supplies,US-2019-142573,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,OFF-PA-10000246,Paper,Riverleaf Stik-Withit Designer Note Cubes
West,17,Office Supplies,CA-2016-104808,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,OFF-BI-10003676,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
West,17,Office Supplies,CA-2016-158064,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,OFF-BI-10002976,Binders,ACCOHIDE Binder by Acco
West,17,Office Supplies,CA-2017-100573,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Los Angeles,California,OFF-EN-10000461,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
West,17,Office Supplies,CA-2017-119508,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,OFF-AR-10003723,Art,Avery Hi-Liter Fluorescent Desk Style Markers
West,17,Office Supplies,CA-2017-158918,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-PA-10004947,Paper,Easy-staple paper
West,17,Office Supplies,CA-2017-164882,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,OFF-FA-10000585,Fasteners,OIC Bulk Pack Metal Binder Clips
West,17,Office Supplies,CA-2017-167745,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,OFF-SU-10004782,Supplies,"Elite 5"" Scissors"
West,17,Office Supplies,CA-2018-101385,Standard Class,JW-16075,Julia West,Consumer,United States,San Francisco,California,OFF-AR-10004441,Art,BIC Brite Liner Highlighters
West,17,Office Supplies,CA-2018-105760,First Class,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,OFF-PA-10000350,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book"
West,17,Office Supplies,CA-2018-123337,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,OFF-AP-10002287,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
West,17,Office Supplies,CA-2018-126613,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,OFF-ST-10001325,Storage,Sterilite Officeware Hinged File Box
West,17,Office Supplies,CA-2018-133144,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,OFF-PA-10004971,Paper,Xerox 196
West,17,Office Supplies,CA-2018-151323,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,OFF-FA-10002983,Fasteners,Advantus SlideClip Paper Clips
West,17,Office Supplies,CA-2018-154053,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,OFF-AR-10003727,Art,Berol Giant Pencil Sharpener
West,17,Office Supplies,CA-2018-161361,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Pocatello,Idaho,OFF-BI-10002215,Binders,"Wilson Jones Hanging View Binder, White, 1"""
West,17,Office Supplies,CA-2018-164483,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,OFF-BI-10000014,Binders,Heavy-Duty E-Z-D Binders
West,17,Office Supplies,CA-2019-102974,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Los Angeles,California,OFF-AR-10004956,Art,Newell 33
West,17,Office Supplies,CA-2019-119011,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,OFF-SU-10004768,Supplies,Acme Kleencut Forged Steel Scissors
West,17,Office Supplies,CA-2019-129567,Second Class,CL-12565,Clay Ludtke,Consumer,United States,Lancaster,California,OFF-BI-10000014,Binders,Heavy-Duty E-Z-D Binders
West,17,Office Supplies,CA-2019-155873,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,OFF-SU-10001165,Supplies,Acme Elite Stainless Steel Scissors
West,17,Office Supplies,CA-2019-169264,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,OFF-AR-10000246,Art,Newell 318
West,17,Office Supplies,US-2016-157021,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,OFF-BI-10000042,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""
West,17,Office Supplies,US-2017-159499,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Phoenix,Arizona,OFF-LA-10003121,Labels,Avery 506
West,17,Office Supplies,US-2018-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,OFF-BI-10002498,Binders,Clear Mylar Reinforcing Strips
West,17,Office Supplies,US-2019-106145,Same Day,RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,OFF-BI-10002215,Binders,"Wilson Jones Hanging View Binder, White, 1"""
West,17,Office Supplies,US-2019-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,OFF-AR-10000203,Art,Newell 336
West,18,Office Supplies,CA-2016-144414,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,OFF-FA-10000624,Fasteners,OIC Binder Clips
West,18,Office Supplies,CA-2016-147298,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,OFF-BI-10001525,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"
West,18,Office Supplies,CA-2016-154599,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,OFF-BI-10002764,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
West,18,Office Supplies,CA-2016-156587,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,OFF-AR-10001427,Art,Newell 330
West,18,Office Supplies,CA-2016-160262,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,OFF-AR-10002335,Art,DIXON Oriole Pencils
West,18,Office Supplies,CA-2017-111780,Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,OFF-PA-10001667,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
West,18,Office Supplies,CA-2017-113110,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,OFF-BI-10000088,Binders,GBC Imprintable Covers
West,18,Office Supplies,CA-2017-127824,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,OFF-PA-10001184,Paper,Xerox 1903
West,18,Office Supplies,CA-2017-143364,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,OFF-PA-10001846,Paper,Xerox 1899
West,18,Office Supplies,CA-2018-111696,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,OFF-PA-10002751,Paper,Xerox 1920
West,18,Office Supplies,CA-2018-122728,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,OFF-PA-10004040,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
West,18,Office Supplies,CA-2018-126270,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California,OFF-BI-10002764,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
West,18,Office Supplies,CA-2018-129868,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,OFF-SU-10000952,Supplies,Fiskars Home & Office Scissors
